Hotel_Name,Location,Address,Cost,Property_type,Likes,Rating,Review
Sky Garden Lux Penthouse,Victoria Island,"Victoria Island, Lagos - Etim Inyang Crescent,",81110,Sky Garden Lux Penthouse,1,NA,NA
High Garden,Victoria Island,"Victoria Island, Lagos - T.Y Danjuma. Street, ",69220,High Garden,1,NA,NA
Oti & Co Hotel & Suites,Victoria Island,"Victoria Island, Lagos - Plot 2/3, Abisogun Road Off Palace Road, Oniru Est...",258840,Oti & Co Hotel & Suites,1,NA,NA
Spring Villa,Ajah,"Ajah, Lagos - Eti-Osa, Lekki",,Hotel,1,NA,NA
The Joel's Place,Ajah,"Ajah, Lagos - Block A, House No. 17 B, Ken Saro - Wiwa Close, Aj...",,The Joel's Place,1,NA,NA
Grays Inn Hotel,Ajah,"Ajah, Lagos - Ogombo St, Aja, Lekki",,Hotel,1,NA,NA
TRIPPLE 4 HOTELS,,", Lagos - ",,TRIPPLE 4 HOTELS,1,NA,NA
Motherlode,,", Lagos - ",,Motherlode,1,NA,NA
Gemini Place Apartments - Oniru,Victoria Island,"Victoria Island, Lagos - Flats 2,7 And 8, Plot 32, Chief Yesufu Abiodun Oni...",70000,Apartment,2,NA,NA
Caterers' Court,,", Lagos - ",,Caterers' Court,1,NA,NA
Proof Hotel Abd Lounge,,", Lagos - ",,Proof Hotel Abd Lounge,1,NA,NA
APLUS HOTEL AND SUITES,,", Lagos - ",,APLUS HOTEL AND SUITES,1,NA,NA
Waterfield Apartments Magodo 3 Bedroom Duplex,,", Lagos - ",,Waterfield Apartments Magodo 3 Bedroom Duplex,1,NA,NA
Waterfield Apartments Ogba 2 Bedroom Detached Bungalow,,", Lagos - ",,Waterfield Apartments Ogba 2 Bedroom Detached Bungalow,1,NA,NA
Waterfield Apartments Magodo 4 Bedroom Duplex With Terrace,,", Lagos - ",,Waterfield Apartments Magodo 4 Bedroom Duplex With Terrace,1,NA,NA
CRAVEN COTTAGE INN,Yaba,"Yaba, Lagos - 81a Ibikunle Street, Yaba ",,Hotel,1,NA,NA
Caterers' Court,,", Lagos - ",,Caterers' Court,1,NA,NA
FilmoRealty Caterers' Court,,", Lagos - ",,FilmoRealty Caterers' Court,1,NA,NA
APLUS HOTEL AND SUITES,,", Lagos - ",,APLUS HOTEL AND SUITES,1,NA,NA
FITT HOTELS,Surulere,"Surulere, Lagos - 24, Ijaiye Street, Itire, Surulere",,Hotel,1,NA,NA
Legendary Inn & Lounge,,", Lagos - ",,Legendary Inn & Lounge,1,NA,NA
Peace Hotels,,", Lagos - ",,Peace Hotels,1,NA,NA
LUXURY CHARMING APARTMENTS,,", Lagos - ",,LUXURY CHARMING APARTMENTS,1,NA,NA
Aplus Hotel And Suites,,", Lagos - ",,Aplus Hotel And Suites,1,NA,NA
White House,,", Lagos - ",,White House,1,NA,NA
Daridal Homes,,", Lagos - ",,Daridal Homes,1,NA,NA
Hotel De Dekmant,,", Lagos - ",,Hotel De Dekmant,1,NA,NA
Velwood Lodge,,", Lagos - ",,Velwood Lodge,1,NA,NA
DARIDAL APARTMENTS,,", Lagos - ",,DARIDAL APARTMENTS,1,NA,NA
"White House, Ikoyi",,", Lagos - ",,"White House, Ikoyi",1,NA,NA
Westwood Girls House,,", Lagos - ",,Westwood Girls House,1,NA,NA
Castle City Resort & Suites,Lekki-Epe ,"Lekki-Epe , Lagos - Lekki - Epe Expressway, Eluju",,Hotel,1,NA,NA
Hotel De Dekmat,,", Lagos - ",,Hotel De Dekmat,1,NA,NA
Hotel De Dekmat,,", Lagos - ",,Hotel De Dekmat,1,NA,NA
Perfect Havens Luxury Services  (Reeve Road),"Vi, Ikoyi ","Vi, Ikoyi , Lagos - ",45000,Hotel,2,NA,NA
Sayaveth Hotels Apartments,,", Lagos - ",,Sayaveth Hotels Apartments,1,NA,NA
Yello Condo,Lekki Phase 1,"Lekki Phase 1, Lagos - Off Freedom Way F Penthouse, Primewaterview Garden...",,Hotel,1,NA,NA
A2 SUITES HOTEL,,", Lagos - ",,A2 SUITES HOTEL,1,NA,NA
KENNYLAS HOTEL,Ebute Metta,"Ebute Metta, Lagos - 82 Cemetery Street, Ebute Metta East ",,KENNYLAS HOTEL,1,NA,NA
Perks Apartments,Ikeja,"Ikeja, Lagos - 1 Oluwaleimu Street, Allen, Ikeja",,Hotel,1,NA,NA
Unique One Apartment,,", Lagos - ",,Unique One Apartment,1,NA,NA
Proof Hotel And Lounge,,", Lagos - ",,Proof Hotel And Lounge,1,NA,NA
Casa Hakuna,,", Lagos - ",,Casa Hakuna,1,NA,NA
Casa Cinq,,", Lagos - ",,Casa Cinq,1,NA,NA
Casa Cinq,,", Lagos - ",,Casa Cinq,1,NA,NA
Star Rise Golden International Hotel,,", Lagos - ",,Star Rise Golden International Hotel,1,NA,NA
PROTOCOL COURT AND SUITES,,", Lagos - ",,PROTOCOL COURT AND SUITES,1,NA,NA
KLAD SUITES AND SERVICES LTD,,", Lagos - ",,KLAD SUITES AND SERVICES LTD,1,NA,NA
W Hotel NG,,", Lagos - ",,W Hotel NG,1,NA,NA
RAMOK HOTELS,,", Lagos - ",,RAMOK HOTELS,1,NA,NA
Cantagali Business Apartments,,", Lagos - ",,Cantagali Business Apartments,1,NA,NA
SAPPER'S LODGE,,", Lagos - ",,SAPPER'S LODGE,1,NA,NA
TIMELESS APARTMENTS AND BAR,,", Lagos - ",,TIMELESS APARTMENTS AND BAR,1,NA,NA
Testing Hotel,,", Lagos - ",,Testing Hotel,1,NA,NA
HOV Beach Resort,,", Lagos - ",,HOV Beach Resort,1,NA,NA
REGINA MICHAELS SUITES,,", Lagos - ",,REGINA MICHAELS SUITES,1,NA,NA
Maximus ,,", Lagos - ",,Maximus ,1,NA,NA
Jonaith Hotels & Suites,Lekki,"Lekki, Lagos - 47 Lekki-Epe Express Way, Lekki Phase 1, Lagos, Ni...",,Jonaith Hotels & Suites,1,NA,NA
UTIMANIK HOTEL,Lekki,"Lekki, Lagos - ",,UTIMANIK HOTEL,1,NA,NA
Dmatel Hotels,Lekki,"Lekki, Lagos - 10 Agungi Ajiran Road, Ajiran Off Lekki Expressway...",,Dmatel Hotels,1,NA,NA
Royal Park Hotel & Suites,Lekki,"Lekki, Lagos - KM 36, Eputu,, Lekki-Epe Expressway, Ibeju, Lekki",,Royal Park Hotel & Suites,1,NA,NA
Beachland Hotel,Lekki,"Lekki, Lagos - 1 Ogombo Street Opp. Abraham Adesanya Estate Lekki...",,Beachland Hotel,1,NA,NA
House 1 Hotel And Suites,Lekki,"Lekki, Lagos - Lekki - Epe Expy, Abijo G.R.A, Lagos,",,House 1 Hotel And Suites,1,NA,NA
Maximus Hotel,,", Lagos - ",,Maximus Hotel,1,NA,NA
Beni Gold Apapa,Apapa,"Apapa, Lagos - ",,Beni Gold Apapa,1,NA,NA
Daridal Apartments,,", Lagos - ",,Daridal Apartments,1,NA,NA
ODUS SUITE  AND TOWER,,", Lagos - ",,ODUS SUITE  AND TOWER,1,NA,NA
Yoris Palace Hotel,,", Lagos - ",,Yoris Palace Hotel,1,NA,NA
21st Century Apartment At Ikoyi,Ikoyi,"Ikoyi, Lagos - Ikoyi",,Apartment,2,NA,NA
21st Century Homes,Ikoyi,"Ikoyi, Lagos - Ikoyi",,Hotel,1,NA,NA
VILLA D'AZMEER,,", Lagos - ",,VILLA D'AZMEER,1,NA,NA
JP Suite And Lounge,,", Lagos - ",,JP Suite And Lounge,1,NA,NA
Franjane Royal Suites,,", Lagos - ",,Franjane Royal Suites,1,NA,NA
Askamaya Hotels And Suites Ltd,,", Lagos - ",,Askamaya Hotels And Suites Ltd,1,NA,NA
IBISUN HOTEL&SUITES,,", Lagos - ",,IBISUN HOTEL&SUITES,1,NA,NA
Running Brook,,", Lagos - ",,Running Brook,1,NA,NA
A2 SUITES HOTEL,,", Lagos - ",,A2 SUITES HOTEL,1,NA,NA
Blupoint Hotel And Suites Limited,,", Lagos - ",,Blupoint Hotel And Suites Limited,1,NA,NA
Blupoint Hotel And Suites Limited,,", Lagos - ",,Blupoint Hotel And Suites Limited,1,NA,NA
Blupoint Hotel And Suites Limited,,", Lagos - ",,Blupoint Hotel And Suites Limited,1,NA,NA
Blanca,,", Lagos - ",,Blanca,1,NA,NA
De Santiago Milan Hotel And Suites,,", Lagos - ",,De Santiago Milan Hotel And Suites,1,NA,NA
De Santiago Milan Hotel And Suites,,", Lagos - ",,De Santiago Milan Hotel And Suites,1,NA,NA
Benvisoth Hotels And Lodge,,", Lagos - ",,Benvisoth Hotels And Lodge,1,NA,NA
Johnson Suites,,", Lagos - ",,Johnson Suites,1,NA,NA
PILGRIMAGEHOTELS,,", Lagos - ",,PILGRIMAGEHOTELS,1,NA,NA
Jitaku At Eko Pearl,,", Lagos - ",,Jitaku At Eko Pearl,1,NA,NA
PureHill Hotel,,", Lagos - ",,PureHill Hotel,1,NA,NA
Perch Hotel,,", Lagos - ",,Perch Hotel,1,NA,NA
Heritage House Hotel,,", Lagos - ",,Heritage House Hotel,1,NA,NA
Duplex Apartment,,", Lagos - ",,Duplex Apartment,1,NA,NA
Dionzec Hotel & Suite Limited,,", Lagos - ",,Dionzec Hotel & Suite Limited,1,NA,NA
Zodis Place,Ajah,"Ajah, Lagos - 10 ,Ayinke Daniels By Thomas Estate Ajah,",105000,Hotel,2,NA,NA
"Sunfit - Fitness, Spa, Accommodation",,", Lagos - ",,"Sunfit - Fitness, Spa, Accommodation",1,NA,NA
Ibis Hotel,,", Lagos - ",,Ibis Hotel,1,NA,NA
The Winehouse Apartment,,", Lagos - ",,The Winehouse Apartment,1,NA,NA
84 Parks & Garden,Agege,"Agege, Lagos - Idi -oparun Bus Stop Hainat Augusto Avenue, Old, O...",,84 Parks & Garden,1,NA,NA
Octopus Hotel,Lekki,"Lekki, Lagos - Rafiu Salami Street By Community Bus Stop, Orimedu...",,Octopus Hotel,1,NA,NA
Hotel 1960 Classic,,", Lagos - ",,Hotel 1960 Classic,1,NA,NA
DE MISSION INN HOTEL,,", Lagos - ",,DE MISSION INN HOTEL,1,NA,NA
Aden360,,", Lagos - ",,Aden360,1,NA,NA
Nuelton Lounge & Hotel ,,", Lagos - ",,Nuelton Lounge & Hotel ,1,NA,NA
D'LUXX VILLA & SUITES,,", Lagos - ",,D'LUXX VILLA & SUITES,1,NA,NA
La Mango Restaurant And Lounge,,", Lagos - ",,La Mango Restaurant And Lounge,1,NA,NA
1Dokita Healthcare Ltd,,", Lagos - ",,1Dokita Healthcare Ltd,1,NA,NA
Peridot Hotel & Suites,,", Lagos - ",,Peridot Hotel & Suites,1,NA,NA
Delight Apartment ,Lekki,"Lekki, Lagos - D Block Prime Water View Gardens ! Off Freedom Way...",25393,Apartment,1,NA,NA
Crownrealties Apartments,Victoria Island,"Victoria Island, Lagos - Plot 12 Simeon Akinolu Crescent, Oniru Estate, Vic...",27000,Apartment,1,NA,NA
Luxury Charming Tower Apartment,Ikoyi ,"Ikoyi , Lagos - 17a Awolowo Road, Ikoyi, Lagos, Nigeria",23682,Apartment,1,NA,NA
Dunovella,Victoria Island,"Victoria Island, Lagos - Plot 41, Block B, Adeniyi Coker Street Dideolu Est...",77720,Apartment,1,NA,NA
Alpha Apartment ,Lekki,"Lekki, Lagos - Gardens Road, Off Freedom Way, Lekki, 105102 Lagos...",27750,Apartment,1,NA,NA
Zuken Apartments,Lekki,"Lekki, Lagos - 66 Chuks Onyebuchi Drive, Lekki Phase 1, Lagos, Le...",40480,Apartment,1,NA,NA
The Hide Serviced Apartments,Victoria Island,"Victoria Island, Lagos - Ihuntayi Road, Victoria Island, 101001 Lagos, Nige...",54415,Apartment,1,NA,NA
Bella Residencia,Lekki,"Lekki, Lagos - Plot 17 & 19 Seagate Estate Ikate Apartment 1b Bel...",54415,Apartment,1,NA,NA
Grandbee Apartment And Residence,Ikeja,"Ikeja, Lagos - 8A/B Adeyemo Alakija Street, Ikeja, Lagos, 100101,...",19000,Grandbee Apartment And Residence,1,NA,NA
Helena Court Apartments,Ikoyi,"Ikoyi, Lagos - Olusegun Aina Street, Lagos, Lagos, 101233, Nigeri...",90530,Helena Court Apartments,1,NA,NA
Condotel Apartment,Ikeja,"Ikeja, Lagos - 8 Shonny Highway, Off Bank Anthony Way, Shonibare ...",26060,Condotel Apartment,1,NA,NA
C.G. Apartments,Ikeja,"Ikeja, Lagos - 2 Olaniji Street, Juli Estate, Off Kudirat Abiola ...",14480,C.G. Apartments,1,NA,NA
Pew Apartment,VICTORIA ISLAND ,"VICTORIA ISLAND , Lagos - ",,Apartment,1,NA,NA
Bromley Place Apartment,Lekki ,"Lekki , Lagos - Cadogan Place Estatei Oba Akinloye Way Osapa Lekki...",67435,Apartment,1,NA,NA
I-MAX GUEST HOUSE & SUITE,Apapa ,"Apapa , Lagos - 2 Oranyan Road Off Oduduwa Road. Apapa, Apapa, Lag...",,Apartment,1,NA,NA
LimeRidge Apartments,Ikoyi,"Ikoyi, Lagos - Block 12, Plot 2A, Udi Street, Osborne Foreshore E...",28510,Apartment,1,NA,NA
Kobrent Apartment,Ikoyi,"Ikoyi, Lagos - Oniru Estate, 105102 Lagos, Nigeria",,Apartment,1,NA,NA
Tandy Apartments,Magodo,"Magodo, Lagos - ",22810,Apartment,1,NA,NA
Cozy Apartment,Lekki,"Lekki, Lagos - Chevron Drive",18000,Apartment,1,NA,NA
Oiza Apartment,Lekki Phase I,"Lekki Phase I, Lagos - 3 House On The Rock Road, Ikate Elegushi, 105102 L...",,Apartment,1,NA,NA
Modern Apartment,Lekki,"Lekki, Lagos - Chevron Drive, 100001 Ikota, Nigeria",16195,Apartment,1,NA,NA
Adunola 1 And 2,Surulere,"Surulere, Lagos - 17 Sabiu Ajose Street Apartment, Surulere, 101283 ...",18100,Apartment,1,NA,NA
Cadogan Apartment,"LEKKI, LAGOS.","LEKKI, LAGOS., Lagos - Osapa, 105102 Lagos, Nigeria",90500,Apartment,1,NA,NA
Magmercy Apartment,Ikoyi,"Ikoyi, Lagos - ",22990,Apartment,1,NA,NA
Kira Apartment,Ikoyi,"Ikoyi, Lagos - House H13 D Close Ondo Street Banana Island, Ikoyi...",84700,Apartment,1,NA,NA
Casa Chaso,Lekki,"Lekki, Lagos - Akiogun Road After Maroko Police Station Lekki Pha...",67155,Apartment,1,NA,NA
Dee's Apartment,Lekki,"Lekki, Lagos - Unnamed Road Block F, Apartment 8, PWV Garden 1, L...",19965,Apartment,1,NA,NA
Olawerth Serviced Apartment,Lekki,"Lekki, Lagos - 12 Oba Amusa Rd Idado Estate Lekki Lagos, Lagos, N...",54450,Apartment,1,NA,NA
Fundlot Apartments,Ikoyi,"Ikoyi, Lagos - 7 Bankole Oki Street Ikoyi Lagos Nigeria, Ikoyi, L...",101640,Apartment,1,NA,NA
Vegas Apartments,Magodo,"Magodo, Lagos - 26 Adewale Kolawole Crescent, Lagos, Nigeria",12105,Apartment,1,NA,NA
Ikeja Transit Apartment,Ikeja,"Ikeja, Lagos - 3, Kafi Street, Alausa, Ikeja, Lagos, Lagos, Niger...",10890,Apartment,1,NA,NA
Cozy En-suite,Ikoyi,"Ikoyi, Lagos - ",,Cozy En-suite,1,NA,NA
Troy,Victoria Island,"Victoria Island, Lagos - ",35000,Apartment,1,NA,NA
"Short Stay Short Let In Ikeja, G.R.A","Victoria Island,","Victoria Island,, Lagos - ",60000,Apartment,1,NA,NA
The Garley,Victoria Island,"Victoria Island, Lagos - ",45000,The Garley,1,NA,NA
Purple Hut,Victoria Island,"Victoria Island, Lagos - ",30000,Purple Hut,1,NA,NA
Arcadia Grande,Victoria Island,"Victoria Island, Lagos - ",90000,Arcadia Grande,1,NA,NA
Gatsby,Lekki,"Lekki, Lagos - ",35000,Gatsby,1,NA,NA
The Avenue,Ikoyi ,"Ikoyi , Lagos -  5th Avenue, Banana Island, Ikoyi   ",60000,The Avenue,1,NA,NA
"Short Stay Short Let In 1004 Estate, Victoria Island",Victoria Island,"Victoria Island, Lagos - ",30000,"Short Stay Short Let In 1004 Estate, Victoria Island",1,NA,NA
Short Stay Short Let In Lekki,Lekki,"Lekki, Lagos - ",70000,Short Stay Short Let In Lekki,1,NA,NA
Short Stay Short Let In Ikota Estate,Yaba ,"Yaba , Lagos - ",45000,Short Stay Short Let In Ikota Estate,1,NA,NA
"Short Stay Short Let In Eko Atlantic City, Victoria Island",Victoria Island,"Victoria Island, Lagos - ",165000,"Short Stay Short Let In Eko Atlantic City, Victoria Island",1,NA,NA
Comfy Burrows,Yaba,"Yaba, Lagos - ",65000,Comfy Burrows,1,NA,NA
Short Stay Short Let In Chevron, Ikoyi," Ikoyi, Lagos - ",25000,Short Stay Short Let In Chevron,1,NA,NA
Short Stay Short Let In Block D5 Victoria Island,Victoria Island,"Victoria Island, Lagos - ",40000,Short Stay Short Let In Block D5 Victoria Island,1,NA,NA
"Short Stay Short Let In Ikate Lekki, Ikate Elegushi",Lekki,"Lekki, Lagos - ",20000,"Short Stay Short Let In Ikate Lekki, Ikate Elegushi",1,NA,NA
Short Stay Short Let In Admiralty Way,Lekki,"Lekki, Lagos - ",45000,Short Stay Short Let In Admiralty Way,1,NA,NA
Short Stay Short Let In Agungi,Lekki,"Lekki, Lagos - ",35000,Short Stay Short Let In Agungi,1,NA,NA
Short Stay Short Let In Parkview Estate,Ikoyi,"Ikoyi, Lagos - ",40000,Short Stay Short Let In Parkview Estate,1,NA,NA
Short Stay  In Victoria Island,Victoria Island,"Victoria Island, Lagos - ",60000,Short Stay  In Victoria Island,1,NA,NA
"Short Stay  In Ikeja, G.R.A",Ikeja ,"Ikeja , Lagos - ",75000,"Short Stay  In Ikeja, G.R.A",1,NA,NA
"Short Stay Short Let In Ikeja, G.R.A- 01",Ikeja,"Ikeja, Lagos - ",40000,"Short Stay Short Let In Ikeja, G.R.A- 01",1,NA,NA
" Short Let In Ikeja, G.R.A",Ikeja,"Ikeja, Lagos - ",45000," Short Let In Ikeja, G.R.A",1,NA,NA
Short Let In Victoria Island-1,Victoria Island,"Victoria Island, Lagos - ",85000,Short Let In Victoria Island-1,1,NA,NA
Short Stay In Lekki- 2,Lekki,"Lekki, Lagos - ",30000,Short Stay In Lekki- 2,1,NA,NA
Three Bedroom Flat/Apartment (Rent),Ikoyi,"Ikoyi, Lagos - ",13000000,Three Bedroom Flat/Apartment (Rent),1,NA,NA
Short Let In Lekki-1,Lekki,"Lekki, Lagos - ",20000,Short Let In Lekki-1,1,NA,NA
Short Stay Short Let In Chevron,Lekki,"Lekki, Lagos - ",25000,Short Stay Short Let In Chevron,1,NA,NA
"Short Stay Short Let In Beach Road, Ikate Elegushi",Lekki,"Lekki, Lagos - ",25000,"Short Stay Short Let In Beach Road, Ikate Elegushi",1,NA,NA
K Tavern Hotels,,", Lagos - ",,K Tavern Hotels,1,NA,NA
Short Stay Short Let In Lekki-HNG001 ,Lekki,"Lekki, Lagos - ",100000,Short Stay Short Let In Lekki-HNG001 ,1,NA,NA
3 Bed Short Stay Short Let In Ikoyi-1391852,Ikoyi,"Ikoyi, Lagos - ",,3 Bed Short Stay Short Let In Ikoyi-1391852,1,NA,NA
Short Stay Short Let In Rev. Ogunbiyi Close-1391853,Ikeja,"Ikeja, Lagos - ",25000,Short Stay Short Let In Rev. Ogunbiyi Close-1391853,1,NA,NA
Short Stay Shory Let In Victoria Island-1391854,Victoria Island,"Victoria Island, Lagos - ",90000,Short Stay Shory Let In Victoria Island-1391854,1,NA,NA
Shirt Stay Short Let In Westens Estate Ikota-1391855,Lekki,"Lekki, Lagos - ",11700,Shirt Stay Short Let In Westens Estate Ikota-1391855,1,NA,NA
Bella Verona-13918556,Ikoyi,"Ikoyi, Lagos - ",115680,Bella Verona-13918556,1,NA,NA
Fays Heaven,Victoria Island,"Victoria Island, Lagos - ",100000,Fays Heaven,1,NA,NA
34 Cameron Road Apartments-1391858,Ikoyi,"Ikoyi, Lagos - ",,34 Cameron Road Apartments-1391858,1,NA,NA
1 Bedroom Mini Flat House For Short Let-1391859,Victoria Garden City,"Victoria Garden City, Lagos - ",24000,1 Bedroom Mini Flat House For Short Let-1391859,1,NA,NA
4 Bedroom Duplex For Short Let-1391859,Victoria Garden City,"Victoria Garden City, Lagos - ",58000,4 Bedroom Duplex For Short Let-1391859,1,NA,NA
2 Bedroom Apartment-1391861,Victoria Garden City,"Victoria Garden City, Lagos - ",34500,2 Bedroom Apartment-1391861,1,NA,NA
4 Bedroom House For Short Let-1391863,Victoria Garden City,"Victoria Garden City, Lagos - ",63250,4 Bedroom House For Short Let-1391863,1,NA,NA
Three Bedroom House-1391864,VGC Lekki ,"VGC Lekki , Lagos - ",57500,Three Bedroom House-1391864,1,NA,NA
3 Bedroom Platinum Penthouse For Short Let-1391865,Lekki,"Lekki, Lagos - ",57500,3 Bedroom Platinum Penthouse For Short Let-1391865,1,NA,NA
3 Bedroom Flat For Short Let-1391866,Lekki,"Lekki, Lagos - ",45000,3 Bedroom Flat For Short Let-1391866,1,NA,NA
Luxury 3 Bedroom Flat For Short Let-1391866,Victoria Island,"Victoria Island, Lagos - ",60000,Luxury 3 Bedroom Flat For Short Let-1391866,1,NA,NA
1 Bedroom Mini Flat For Short Let-1391867,Victoria Garden City,"Victoria Garden City, Lagos - ",23000,1 Bedroom Mini Flat For Short Let-1391867,1,NA,NA
1 Bedroom Penthouse For Short Let-1391868,Lekki,"Lekki, Lagos - ",40250,1 Bedroom Penthouse For Short Let-1391868,1,NA,NA
1 Bedroom Mini Flat In Ikate-1391870,Lekki,"Lekki, Lagos - ",30000,1 Bedroom Mini Flat In Ikate-1391870,1,NA,NA
4 Bedroom Duplex In VGC-1391871,Victoria Garden City,"Victoria Garden City, Lagos - ",65000,4 Bedroom Duplex In VGC-1391871,1,NA,NA
2 Bedroom In Oniru-1391872,Victoria Island,"Victoria Island, Lagos - ",63250,2 Bedroom In Oniru-1391872,1,NA,NA
4 Bedroom Detached Duplex And B/Q For Short Let-1391873,Victoria Garden City,"Victoria Garden City, Lagos - ",80500,4 Bedroom Detached Duplex And B/Q For Short Let-1391873,1,NA,NA
3 Bedroom Flat For Short Stay-1391874,VGC Lekki ,"VGC Lekki , Lagos - ",40000,3 Bedroom Flat For Short Stay-1391874,1,NA,NA
Sugarland Apartment,Ikoyi ,"Ikoyi , Lagos - Park View Estate, Ikoyi",50000,Apartment,2,NA,NA
4 Bedroom Terrace Duplex For Short Let-1391875,Victoria Island,"Victoria Island, Lagos - Ligali Ayorinde,V.I",60000,4 Bedroom Terrace Duplex For Short Let-1391875,1,NA,NA
4 Bedroom Duplex In Ikate-1391876,Lekki,"Lekki, Lagos - ",90000,4 Bedroom Duplex In Ikate-1391876,1,NA,NA
1 Bedroom Mini Flat In Ligali-1391877,VICTORIA ISLAND ,"VICTORIA ISLAND , Lagos - ",13000,1 Bedroom Mini Flat In Ligali-1391877,1,NA,NA
1 Bedroom Flat For Short Let In V.I-1391878,Victoria Island,"Victoria Island, Lagos - Off Water Corporation Drive, V/I Extention Victori...",20000,1 Bedroom Flat For Short Let In V.I-1391878,1,NA,NA
2 Bedroom Flat For Short Stay In V.I-1391879,V.i,"V.i, Lagos - ",45000,2 Bedroom Flat For Short Stay In V.I-1391879,1,NA,NA
Two Bedroom Apartment In Oniru-1391880,V.i,"V.i, Lagos - Oniru Estate Victoria Island Extension Victoria Is...",,Two Bedroom Apartment In Oniru-1391880,1,NA,NA
2 Bedroom Flat For Short Stay In Oniru-1391880,V.i,"V.i, Lagos - ",50000,2 Bedroom Flat For Short Stay In Oniru-1391880,1,NA,NA
3 Bedroom Flat In Ayorinde-1391881,Victoria Island,"Victoria Island, Lagos - ",90000,3 Bedroom Flat In Ayorinde-1391881,1,NA,NA
3 Bedroom Flat In VI-1391882,Victoria Island,"Victoria Island, Lagos - ",80000,3 Bedroom Flat In VI-1391882,1,NA,NA
3 Bedroom House For Short Stay In Lekki-1391883,Lekki,"Lekki, Lagos - ",29500,3 Bedroom House For Short Stay In Lekki-1391883,1,NA,NA
1 Bedroom Mini Flat For Short Let In Surulere-1391884,Surulere ,"Surulere , Lagos - ",7700,1 Bedroom Mini Flat For Short Let In Surulere-1391884,1,NA,NA
1 Bedroom Mini Flat For Short Let In Agunyi-1391885,Lekki ,"Lekki , Lagos - ",13000,1 Bedroom Mini Flat For Short Let In Agunyi-1391885,1,NA,NA
1 Bedroom Mini Flat For Short Let In Ademola Adetokunbo-1391886,"Victoria Island,","Victoria Island,, Lagos - ",43200,1 Bedroom Mini Flat For Short Let In Ademola Adetokunbo-1391886,1,NA,NA
1 Bedroom Mini Flat For Short Stay1391887,Lekki,"Lekki, Lagos - ",25000,1 Bedroom Mini Flat For Short Stay1391887,1,NA,NA
1 Bedroom Mini Flat For Short Stay In Lekki-1391888,Lekki,"Lekki, Lagos - ",72000,1 Bedroom Mini Flat For Short Stay In Lekki-1391888,1,NA,NA
1 Bedroom Mini Flat For Short Let In Maryland-1391889,Ikeja,"Ikeja, Lagos - ",11000,1 Bedroom Mini Flat For Short Let In Maryland-1391889,1,NA,NA
2 Bedroom Flat For Short Stay In Ikeja-1391890,Ikeja,"Ikeja, Lagos - ",35000,2 Bedroom Flat For Short Stay In Ikeja-1391890,1,NA,NA
2 Bedroom Flat For Short Let In Chevron-1391891,Lekki,"Lekki, Lagos - ",40000,2 Bedroom Flat For Short Let In Chevron-1391891,1,NA,NA
Studio Apartment For Short Let-1391892,Lekki,"Lekki, Lagos - ",30000,Studio Apartment For Short Let-1391892,1,NA,NA
Serviced 2 Bedroom Flat For Short Let-1391893,"Victoria Island,","Victoria Island,, Lagos - ",50000,Serviced 2 Bedroom Flat For Short Let-1391893,1,NA,NA
3 Bedroom Flat For Short Let In Lekki Phase1-1391894,Lekki Phase 1,"Lekki Phase 1, Lagos - ",55000,3 Bedroom Flat For Short Let In Lekki Phase1-1391894,1,NA,NA
3 Bedroom Flat For Short Let In HTRC-1391895,Lekki,"Lekki, Lagos - ",50000,3 Bedroom Flat For Short Let In HTRC-1391895,1,NA,NA
Single Room Condo For Short Let-1391896,Ikeja,"Ikeja, Lagos - ",30000,Single Room Condo For Short Let-1391896,1,NA,NA
3 Bedroom Flat For Short Stay In Lk-1381897,Lekki,"Lekki, Lagos - ",,3 Bedroom Flat For Short Stay In Lk-1381897,1,NA,NA
3 Bedroom Flat For Short Let In LK-1381897,Lekki,"Lekki, Lagos - ",40000,3 Bedroom Flat For Short Let In LK-1381897,1,NA,NA
1 Bedroom Mini Flat For Short Let In Ayorinde-1391898,Victoria Island,"Victoria Island, Lagos - ",28000,1 Bedroom Mini Flat For Short Let In Ayorinde-1391898,1,NA,NA
Viva Banana -1391899,Ikoyi,"Ikoyi, Lagos - ",90000,Viva Banana -1391899,1,NA,NA
2 Bedroom Apartment For Short Let-1391900,Victoria Island,"Victoria Island, Lagos - ",45000,2 Bedroom Apartment For Short Let-1391900,1,NA,NA
 Mini Flat For Short Let-1391901,Victoria Island,"Victoria Island, Lagos - ",30000, Mini Flat For Short Let-1391901,1,NA,NA
2 Bedroom Flat For Short Let In Awolowo-1391902,Ikoyi,"Ikoyi, Lagos - ",50000,2 Bedroom Flat For Short Let In Awolowo-1391902,1,NA,NA
Serviced  Apartment For Short Let-1391903,Victoria Island,"Victoria Island, Lagos - ",30000,Serviced  Apartment For Short Let-1391903,1,NA,NA
3 Bedroom Apartment For Short Let In Eko Atlantic-1391904,Victoria Island,"Victoria Island, Lagos - ",130000,3 Bedroom Apartment For Short Let In Eko Atlantic-1391904,1,NA,NA
Barch Pad-1391905,Victoria Island,"Victoria Island, Lagos - ",13000,Barch Pad-1391905,1,NA,NA
3 Bedroom House For Short Let In Ligali-1391906,Victoria Island,"Victoria Island, Lagos - ",55000,3 Bedroom House For Short Let In Ligali-1391906,1,NA,NA
